Date,Open,High,Low,Close,Adj Close,Volume
2022-03-24,310.540009,317.829987,306.049988,317.73999,317.73999,1066500
2022-03-25,319,321.839996,316.01001,321.140015,321.140015,1321400
2022-03-28,320.220001,334,319.859985,331.779999,331.779999,2255500
2022-03-29,337,353.390015,336.070007,343.970001,343.970001,3157000
2022-03-30,370,389.149994,358.570007,376.920013,376.920013,8082000
2022-03-31,374.950012,377,364.910004,365.230011,365.230011,2232700
2022-04-01,364.899994,369.230011,362.700012,367.440002,367.440002,1360300
2022-04-04,368.359985,384.399994,368.25,384.179993,384.179993,1812700
2022-04-05,382.679993,383.769989,372.279999,378.98999,378.98999,1497900
2022-04-06,372,374.720001,365,371.829987,371.829987,1472100
2022-04-07,369.779999,380.399994,368.76001,379.230011,379.230011,1265400
2022-04-08,376.540009,378.220001,369.079987,369.459991,369.459991,1268100
2022-04-11,365.559998,372.410004,361.109985,368.73999,368.73999,1269000
2022-04-12,373.26001,390.76001,372.459991,376.160004,376.160004,1787300
2022-04-13,376.109985,398.540009,375.790009,395.029999,395.029999,2184900
2022-04-14,394.859985,398,390.170013,390.779999,390.779999,1505200
2022-04-18,389.350006,393.640015,382.420013,387.559998,387.559998,847100
2022-04-19,395.880005,408.48999,394.470001,404.660004,404.660004,1951400
2022-04-20,410.320007,410.700012,384.869995,385.399994,385.399994,2287300
2022-04-21,388.48999,392,375.01001,377.25,377.25,1747700
2022-04-22,373.730011,376.51001,362.660004,363.660004,363.660004,1640000
2022-04-25,361.600006,368.470001,356.51001,368.089996,368.089996,1350800
2022-04-26,364.23999,366.790009,352.440002,352.529999,352.529999,1336600
2022-04-27,352.540009,361.980011,350.049988,354.019989,354.019989,1124300
2022-04-28,359.350006,367.320007,352.089996,362.429993,362.429993,1004900
2022-04-29,364.019989,371.359985,353.929993,354.630005,354.630005,996900
2022-05-02,354,361.440002,349.630005,360.839996,360.839996,794100
2022-05-03,360.019989,361.450012,353.119995,355.700012,355.700012,738800
2022-05-04,352.779999,365.320007,345.170013,364.670013,364.670013,962000
2022-05-05,359.970001,360.940002,338.329987,343.600006,343.600006,1181000
2022-05-06,336.26001,336.75,309.529999,317.049988,317.049988,2650800
2022-05-09,308.790009,313,291,292.679993,292.679993,2201300
2022-05-10,301.420013,307.839996,288.720001,302.109985,302.109985,1402100
2022-05-11,302.109985,306.540009,290.779999,291.299988,291.299988,1456500
2022-05-12,285,302.790009,281.549988,294,294,1480300
2022-05-13,303.130005,312.579987,301.359985,309.290009,309.290009,1076700
2022-05-16,302.109985,308.660004,300.529999,304.149994,304.149994,758600
2022-05-17,314.880005,316.48999,300.769989,305.480011,305.480011,1223600
2022-05-18,296,296.01001,268.359985,272.519989,272.519989,2832100
2022-05-19,267.700012,278.709991,264.23999,271.220001,271.220001,1971100
2022-05-20,279.890015,280.859985,263.200012,274.040009,274.040009,1846700
2022-05-23,269.920013,273.359985,265.529999,272.839996,272.839996,1312100
2022-05-24,266.399994,267.170013,253.070007,257.51001,257.51001,1861500
2022-05-25,254.880005,264.600006,251.509995,260.660004,260.660004,2576400
2022-05-26,276.429993,289.470001,275.48999,287.480011,287.480011,2340000
2022-05-27,288.820007,297.559998,288.820007,293.649994,293.649994,1852600
2022-05-31,296.359985,298.190002,289.029999,292.690002,292.690002,2958000
2022-06-01,297.850006,299.700012,286.869995,289.959991,289.959991,2197000
2022-06-02,290.549988,303.23999,286.700012,302.579987,302.579987,4300700
2022-06-03,303.450012,305.809998,293.570007,300.799988,300.799988,3997300
2022-06-06,305,308.420013,296.600006,301.619995,301.619995,1850900
2022-06-07,295,307.859985,294.679993,306.190002,306.190002,1285500
2022-06-08,306.549988,312.899994,304.320007,307.769989,307.769989,954200
2022-06-09,303.809998,309.440002,302.130005,302.299988,302.299988,867000
2022-06-10,294.579987,297.5,290.070007,291.600006,291.600006,1184500
2022-06-13,280.420013,282.369995,273.339996,278.579987,278.579987,1750200
2022-06-14,280.440002,284.619995,276.579987,280.5,280.5,931000
2022-06-15,283.209991,290.119995,279.75,285.720001,285.720001,955300
2022-06-16,278.369995,278.369995,267.779999,271.339996,271.339996,1269900
2022-06-17,271.269989,281.230011,271.149994,278.130005,278.130005,1383900
2022-06-21,282.890015,284.5,275.890015,276.450012,276.450012,1128700
2022-06-22,274.119995,280.589996,271.350006,277.880005,277.880005,979300
2022-06-23,282.140015,288.410004,278,286.329987,286.329987,972000
2022-06-24,289.920013,295.709991,288.470001,293.359985,293.359985,1443300
2022-06-27,295.119995,297.059998,284.230011,287.480011,287.480011,1010600
2022-06-28,288.369995,294.059998,278.160004,278.559998,278.559998,939700
2022-06-29,280.459991,286.459991,276.529999,282.980011,282.980011,819600
2022-06-30,277.48999,279.829987,271,272.609985,272.609985,1248200
2022-07-01,269.140015,271.079987,261.029999,263.380005,263.380005,1867900
2022-07-05,263.170013,283.839996,258.790009,283.619995,283.619995,2415000
2022-07-06,284.320007,288.899994,275.76001,280.380005,280.380005,956600
2022-07-07,280.329987,291.869995,278.230011,290.720001,290.720001,931500
2022-07-08,288.910004,295.48999,285.149994,293.390015,293.390015,892500
2022-07-11,281,287.200012,277.100006,281.76001,281.76001,1230100
2022-07-12,282.809998,289,277.049988,279.390015,279.390015,776800
2022-07-13,272.890015,283,271.049988,280.970001,280.970001,797300
2022-07-14,277.350006,280.700012,272.26001,278.98999,278.98999,797600
2022-07-15,280.890015,287.630005,280.600006,286.410004,286.410004,946000
2022-07-18,291.600006,293.540009,283.040009,284.640015,284.640015,700700
2022-07-19,290.309998,296.630005,286.839996,296.339996,296.339996,864100
2022-07-20,295.48999,303.769989,294.339996,302.790009,302.790009,1001700
2022-07-21,305.299988,308.25,300.160004,307.359985,307.359985,909100
2022-07-22,307.5,312.25,301.950012,304.5,304.5,808700
2022-07-25,306,306,298.820007,301.320007,301.320007,512800
2022-07-26,293.75,294.529999,281.570007,283.410004,283.410004,1618400
2022-07-27,285.549988,296.350006,283.940002,295.570007,295.570007,1302700
2022-07-28,295.570007,305.160004,293.359985,303.850006,303.850006,807200
2022-07-29,304.380005,310.859985,299.5,310.51001,310.51001,1384200
2022-08-01,308.089996,314.149994,305.679993,310.01001,310.01001,743600
2022-08-02,307.420013,310.420013,303.579987,305.700012,305.700012,803500
2022-08-03,311,316.970001,308.440002,315.380005,315.380005,849600
2022-08-04,316.350006,317.570007,313.670013,316.399994,316.399994,882200
2022-08-05,309.299988,321.420013,308.769989,317.799988,317.799988,1012400
2022-08-08,317.040009,326.5,315.130005,316.23999,316.23999,844500
2022-08-09,314.019989,314.5,303.160004,306.549988,306.549988,669800
2022-08-10,314,322,313.450012,319.26001,319.26001,1145800
2022-08-11,325.839996,328.940002,314.559998,316.980011,316.980011,915900
2022-08-12,320.700012,322.899994,317,321.690002,321.690002,754900
2022-08-15,320.179993,330.470001,320.140015,330.339996,330.339996,953900
2022-08-16,331,335.709991,326.26001,331.700012,331.700012,1078000
2022-08-17,327.529999,332.5,324.51001,329.799988,329.799988,772600
2022-08-18,330.570007,334.959991,328.51001,333.420013,333.420013,834100
2022-08-19,328.480011,329.019989,321.320007,322.470001,322.470001,934800
2022-08-22,317.119995,321.48999,313.519989,315.220001,315.220001,892200
2022-08-23,315.350006,322.549988,314.690002,315.929993,315.929993,689300
2022-08-24,315.100006,321.019989,313.26001,317.839996,317.839996,551800
2022-08-25,319.220001,323.589996,317.040009,323.359985,323.359985,603200
2022-08-26,323.200012,324.899994,310.140015,311.309998,311.309998,1111600
2022-08-29,304.980011,311.970001,303.660004,307.5,307.5,1165100
2022-08-30,311.359985,312,302.5,307.070007,307.070007,1179200
2022-08-31,307.959991,310.48999,295.540009,299.959991,299.959991,1915300
2022-09-01,293.970001,294.880005,283.309998,294.450012,294.450012,3467100
